Country,Year,Category,Percentage,Amount_Billions_USD,Total_Budget_Billions_USD
Australia,1976,Agriculture,6.01,2.171,36.129
Australia,1976,State_Transfers,12.02,4.343,36.129
Australia,1976,Social_Welfare,21.04,7.602,36.129
Australia,1976,Administration_and_Others,12.02,4.343,36.129
Australia,1977,Defense,7.04,2.669,37.905
Australia,1977,Education,13.25,5.022,37.905
Australia,1977,Health,14.6,5.534,37.905
Australia,1977,Interest_Payments,5.0,1.895,37.905
Australia,1977,Infrastructure,9.02,3.419,37.905
Australia,1977,Agriculture,6.01,2.278,37.905
Australia,1977,State_Transfers,12.02,4.556,37.905
Australia,1977,Social_Welfare,21.04,7.975,37.905
Australia,1977,Administration_and_Others,12.02,4.556,37.905
Australia,1978,Defense,7.04,2.972,42.219
Australia,1978,Education,13.25,5.594,42.219
Australia,1978,Health,14.6,6.164,42.219
Australia,1978,Interest_Payments,5.0,2.111,42.219
Australia,1978,Infrastructure,9.02,3.808,42.219
Australia,1978,Agriculture,6.01,2.537,42.219
Australia,1978,State_Transfers,12.02,5.075,42.219
Australia,1978,Social_Welfare,21.04,8.883,42.219
Australia,1978,Administration_and_Others,12.02,5.075,42.219
Australia,1979,Defense,7.04,3.273,46.496
Australia,1979,Education,13.25,6.161,46.496
Australia,1979,Health,14.6,6.788,46.496
Australia,1979,Interest_Payments,5.0,2.325,46.496
Australia,1979,Infrastructure,9.02,4.194,46.496
Australia,1979,Agriculture,6.01,2.794,46.496
Australia,1979,State_Transfers,12.02,5.589,46.496
Australia,1979,Social_Welfare,21.04,9.783,46.496
Australia,1979,Administration_and_Others,12.02,5.589,46.496
Australia,1980,Defense,7.04,3.588,50.962
Australia,1980,Education,13.25,6.752,50.962
Australia,1980,Health,14.6,7.44,50.962
Australia,1980,Interest_Payments,5.0,2.548,50.962
Australia,1980,Infrastructure,9.02,4.597,50.962
Australia,1980,Agriculture,6.01,3.063,50.962
Australia,1980,State_Transfers,12.02,6.126,50.962
Australia,1980,Social_Welfare,21.04,10.722,50.962
Australia,1980,Administration_and_Others,12.02,6.126,50.962
Australia,1981,Defense,7.04,4.267,60.608
Australia,1981,Education,13.25,8.031,60.608
Australia,1981,Health,14.6,8.849,60.608
Australia,1981,Interest_Payments,5.0,3.03,60.608
Australia,1981,Infrastructure,9.02,5.467,60.608
Australia,1981,Agriculture,6.01,3.643,60.608
Australia,1981,State_Transfers,12.02,7.285,60.608
Australia,1981,Social_Welfare,21.04,12.752,60.608
Australia,1981,Administration_and_Others,12.02,7.285,60.608
Australia,1982,Defense,7.04,4.627,65.728
Australia,1982,Education,13.25,8.709,65.728
Australia,1982,Health,14.6,9.596,65.728
Australia,1982,Interest_Payments,5.0,3.286,65.728
Australia,1982,Infrastructure,9.02,5.929,65.728
Australia,1982,Agriculture,6.01,3.95,65.728
Australia,1982,State_Transfers,12.02,7.9,65.728
Australia,1982,Social_Welfare,21.04,13.829,65.728
Australia,1982,Administration_and_Others,12.02,7.9,65.728
Australia,1983,Defense,7.04,4.641,65.928
Australia,1983,Education,13.25,8.735,65.928
Australia,1983,Health,14.6,9.625,65.928
Australia,1983,Interest_Payments,5.0,3.296,65.928
Australia,1983,Infrastructure,9.02,5.947,65.928
Australia,1983,Agriculture,6.01,3.962,65.928
Australia,1983,State_Transfers,12.02,7.924,65.928
Australia,1983,Social_Welfare,21.04,13.871,65.928
Australia,1983,Administration_and_Others,12.02,7.924,65.928
Australia,1984,Defense,7.04,5.245,74.498
Australia,1984,Education,13.25,9.871,74.498
Australia,1984,Health,14.6,10.877,74.498
Australia,1984,Interest_Payments,5.0,3.725,74.498
Australia,1984,Infrastructure,9.02,6.72,74.498
Australia,1984,Agriculture,6.01,4.477,74.498
Australia,1984,State_Transfers,12.02,8.955,74.498
Australia,1984,Social_Welfare,21.04,15.674,74.498
Australia,1984,Administration_and_Others,12.02,8.955,74.498
Australia,1985,Defense,7.04,4.887,69.413
Australia,1985,Education,13.25,9.197,69.413
Australia,1985,Health,14.6,10.134,69.413
Australia,1985,Interest_Payments,5.0,3.471,69.413
Australia,1985,Infrastructure,9.02,6.261,69.413
Australia,1985,Agriculture,6.01,4.172,69.413
Australia,1985,State_Transfers,12.02,8.343,69.413
Australia,1985,Social_Welfare,21.04,14.604,69.413
Australia,1985,Administration_and_Others,12.02,8.343,69.413
Australia,1986,Defense,7.04,4.881,69.331
Australia,1986,Education,13.25,9.186,69.331
Australia,1986,Health,14.6,10.122,69.331
Australia,1986,Interest_Payments,5.0,3.467,69.331
Australia,1986,Infrastructure,9.02,6.254,69.331
Australia,1986,Agriculture,6.01,4.167,69.331
Australia,1986,State_Transfers,12.02,8.334,69.331
Australia,1986,Social_Welfare,21.04,14.587,69.331
Australia,1986,Administration_and_Others,12.02,8.334,69.331
Australia,1987,Defense,7.04,4.984,70.801
Australia,1987,Education,13.25,9.381,70.801
Australia,1987,Health,14.6,10.337,70.801
Australia,1987,Interest_Payments,5.0,3.54,70.801
Australia,1987,Infrastructure,9.02,6.386,70.801
Australia,1987,Agriculture,6.01,4.255,70.801
Australia,1987,State_Transfers,12.02,8.51,70.801
Australia,1987,Social_Welfare,21.04,14.896,70.801
Australia,1987,Administration_and_Others,12.02,8.51,70.801
Australia,1988,Defense,7.04,5.85,83.098
Australia,1988,Education,13.25,11.011,83.098
Australia,1988,Health,14.6,12.132,83.098
Australia,1988,Interest_Payments,5.0,4.155,83.098
Australia,1988,Infrastructure,9.02,7.495,83.098
Australia,1988,Agriculture,6.01,4.994,83.098
Australia,1988,State_Transfers,12.02,9.988,83.098
Australia,1988,Social_Welfare,21.04,17.484,83.098
Australia,1988,Administration_and_Others,12.02,9.988,83.098
Australia,1989,Defense,6.92,6.694,96.741
Australia,1989,Education,13.35,12.915,96.741
Australia,1989,Health,14.6,14.124,96.741
Australia,1989,Interest_Payments,5.0,4.837,96.741
Australia,1989,Infrastructure,9.02,8.726,96.741
Australia,1989,Agriculture,6.01,5.814,96.741
Australia,1989,State_Transfers,12.03,11.638,96.741
Australia,1989,Social_Welfare,21.05,20.364,96.741
Australia,1989,Administration_and_Others,12.03,11.638,96.741
Australia,1990,Defense,6.79,6.708,98.799
Australia,1990,Education,13.59,13.427,98.799
Australia,1990,Health,14.6,14.425,98.799
Australia,1990,Interest_Payments,5.0,4.94,98.799
Australia,1990,Infrastructure,9.0,8.892,98.799
Australia,1990,Agriculture,6.0,5.928,98.799
Australia,1990,State_Transfers,12.0,11.856,98.799
Australia,1990,Social_Welfare,21.01,20.758,98.799
Australia,1990,Administration_and_Others,12.0,11.856,98.799
Australia,1991,Defense,6.55,7.193,109.814
Australia,1991,Education,14.07,15.451,109.814
Australia,1991,Health,14.6,16.033,109.814
Australia,1991,Interest_Payments,5.0,5.491,109.814
Australia,1991,Infrastructure,8.97,9.85,109.814
Australia,1991,Agriculture,5.98,6.567,109.814
Australia,1991,State_Transfers,11.96,13.134,109.814
Australia,1991,Social_Welfare,20.92,22.973,109.814
Australia,1991,Administration_and_Others,11.96,13.134,109.814
Australia,1992,Defense,6.36,7.357,115.679
Australia,1992,Education,13.2,15.27,115.679
Australia,1992,Health,14.6,16.889,115.679
Australia,1992,Interest_Payments,5.0,5.784,115.679
Australia,1992,Infrastructure,9.12,10.55,115.679
Australia,1992,Agriculture,6.08,7.033,115.679
Australia,1992,State_Transfers,12.17,14.078,115.679
Australia,1992,Social_Welfare,21.29,24.628,115.679
Australia,1992,Administration_and_Others,12.17,14.078,115.679
Australia,1993,Defense,6.38,7.231,113.336
Australia,1993,Education,15.02,17.023,113.336
Australia,1993,Health,14.6,16.547,113.336
Australia,1993,Interest_Payments,5.0,5.667,113.336
Australia,1993,Infrastructure,8.85,10.03,113.336
Australia,1993,Agriculture,5.9,6.687,113.336
Australia,1993,State_Transfers,11.8,13.374,113.336
Australia,1993,Social_Welfare,20.65,23.404,113.336
Australia,1993,Administration_and_Others,11.8,13.374,113.336
Australia,1994,Defense,6.26,7.374,117.79
Australia,1994,Education,14.3,16.844,117.79
Australia,1994,Health,14.6,17.197,117.79
Australia,1994,Interest_Payments,5.0,5.889,117.79
Australia,1994,Infrastructure,8.98,10.578,117.79
Australia,1994,Agriculture,5.98,7.044,117.79
Australia,1994,State_Transfers,11.97,14.099,117.79
Australia,1994,Social_Welfare,20.94,24.665,117.79
Australia,1994,Administration_and_Others,11.97,14.099,117.79
Australia,1995,Defense,6.0,8.155,135.914
Australia,1995,Education,12.17,16.541,135.914
Australia,1995,Health,14.6,19.843,135.914
Australia,1995,Interest_Payments,5.0,6.796,135.914
Australia,1995,Infrastructure,9.33,12.681,135.914
Australia,1995,Agriculture,6.22,8.454,135.914
Australia,1995,State_Transfers,12.45,16.921,135.914
Australia,1995,Social_Welfare,21.78,29.602,135.914
Australia,1995,Administration_and_Others,12.45,16.921,135.914
Australia,1996,Defense,5.76,8.258,143.36
Australia,1996,Education,12.17,17.447,143.36
Australia,1996,Health,14.6,20.931,143.36
Australia,1996,Interest_Payments,5.0,7.168,143.36
Australia,1996,Infrastructure,9.37,13.433,143.36
Australia,1996,Agriculture,6.25,8.96,143.36
Australia,1996,State_Transfers,12.49,17.906,143.36
Australia,1996,Social_Welfare,21.86,31.339,143.36
Australia,1996,Administration_and_Others,12.49,17.906,143.36
Australia,1997,Defense,5.69,8.581,150.812
Australia,1997,Education,12.17,18.354,150.812
Australia,1997,Health,14.6,22.019,150.812
Australia,1997,Interest_Payments,5.0,7.541,150.812
Australia,1997,Infrastructure,9.38,14.146,150.812
Australia,1997,Agriculture,6.25,9.426,150.812
Australia,1997,State_Transfers,12.51,18.867,150.812
Australia,1997,Social_Welfare,21.89,33.013,150.812
Australia,1997,Administration_and_Others,12.51,18.867,150.812
Australia,1998,Defense,5.39,6.681,123.956
Australia,1998,Education,12.17,15.085,123.956
Australia,1998,Health,14.6,18.098,123.956
Australia,1998,Interest_Payments,5.0,6.198,123.956
Australia,1998,Infrastructure,9.43,11.689,123.956
Australia,1998,Agriculture,6.28,7.784,123.956
Australia,1998,State_Transfers,12.57,15.581,123.956
Australia,1998,Social_Welfare,21.99,27.258,123.956
Australia,1998,Administration_and_Others,12.57,15.581,123.956
Australia,1999,Defense,5.21,7.233,138.837
Australia,1999,Education,12.17,16.897,138.837
Australia,1999,Health,14.6,20.27,138.837
Australia,1999,Interest_Payments,5.0,6.942,138.837
Australia,1999,Infrastructure,9.45,13.12,138.837
Australia,1999,Agriculture,6.3,8.747,138.837
Australia,1999,State_Transfers,12.6,17.494,138.837
Australia,1999,Social_Welfare,22.06,30.628,138.837
Australia,1999,Administration_and_Others,12.6,17.494,138.837
Australia,2000,Defense,5.18,7.533,145.422
Australia,2000,Education,12.17,17.698,145.422
Australia,2000,Health,14.6,21.232,145.422
Australia,2000,Interest_Payments,5.0,7.271,145.422
Australia,2000,Infrastructure,9.46,13.757,145.422
Australia,2000,Agriculture,6.3,9.162,145.422
Australia,2000,State_Transfers,12.61,18.338,145.422
Australia,2000,Social_Welfare,22.07,32.095,145.422
Australia,2000,Administration_and_Others,12.61,18.338,145.422
Australia,2001,Defense,5.23,7.558,144.52
Australia,2001,Education,12.17,17.588,144.52
Australia,2001,Health,14.71,21.259,144.52
Australia,2001,Interest_Payments,5.0,7.226,144.52
Australia,2001,Infrastructure,9.43,13.628,144.52
Australia,2001,Agriculture,6.29,9.09,144.52
Australia,2001,State_Transfers,12.58,18.181,144.52
Australia,2001,Social_Welfare,22.01,31.809,144.52
Australia,2001,Administration_and_Others,12.58,18.181,144.52
Australia,2002,Defense,5.35,8.116,151.701
Australia,2002,Education,12.17,18.462,151.701
Australia,2002,Health,15.51,23.529,151.701
Australia,2002,Interest_Payments,5.0,7.585,151.701
Australia,2002,Infrastructure,9.29,14.093,151.701
Australia,2002,Agriculture,6.2,9.405,151.701
Australia,2002,State_Transfers,12.39,18.796,151.701
Australia,2002,Social_Welfare,21.69,32.904,151.701
Australia,2002,Administration_and_Others,12.39,18.796,151.701
Australia,2003,Defense,5.28,9.232,174.841
Australia,2003,Education,12.17,21.278,174.841
Australia,2003,Health,15.48,27.065,174.841
Australia,2003,Interest_Payments,5.0,8.742,174.841
Australia,2003,Infrastructure,9.31,16.278,174.841
Australia,2003,Agriculture,6.21,10.858,174.841
Australia,2003,State_Transfers,12.41,21.698,174.841
Australia,2003,Social_Welfare,21.72,37.975,174.841
Australia,2003,Administration_and_Others,12.41,21.698,174.841
Australia,2004,Defense,5.24,11.993,228.876
Australia,2004,Education,12.17,27.854,228.876
Australia,2004,Health,15.95,36.506,228.876
Australia,2004,Interest_Payments,5.0,11.444,228.876
Australia,2004,Infrastructure,9.25,21.171,228.876
Australia,2004,Agriculture,6.16,14.099,228.876
Australia,2004,State_Transfers,12.33,28.22,228.876
Australia,2004,Social_Welfare,21.58,49.391,228.876
Australia,2004,Administration_and_Others,12.33,28.22,228.876
Australia,2005,Defense,5.2,13.444,258.531
Australia,2005,Education,12.17,31.463,258.531
Australia,2005,Health,15.9,41.106,258.531
Australia,2005,Interest_Payments,5.0,12.927,258.531
Australia,2005,Infrastructure,9.26,23.94,258.531
Australia,2005,Agriculture,6.17,15.951,258.531
Australia,2005,State_Transfers,12.35,31.929,258.531
Australia,2005,Social_Welfare,21.61,55.869,258.531
Australia,2005,Administration_and_Others,12.35,31.929,258.531
Australia,2006,Defense,5.26,14.254,270.992
Australia,2006,Education,12.17,32.98,270.992
Australia,2006,Health,15.94,43.196,270.992
Australia,2006,Interest_Payments,5.0,13.55,270.992
Australia,2006,Infrastructure,9.24,25.04,270.992
Australia,2006,Agriculture,6.16,16.693,270.992
Australia,2006,State_Transfers,12.33,33.413,270.992
Australia,2006,Social_Welfare,21.57,58.453,270.992
Australia,2006,Administration_and_Others,12.33,33.413,270.992
Australia,2007,Defense,5.28,16.049,303.966
Australia,2007,Education,12.17,36.993,303.966
Australia,2007,Health,16.49,50.124,303.966
Australia,2007,Interest_Payments,5.0,15.198,303.966
Australia,2007,Infrastructure,9.16,27.843,303.966
Australia,2007,Agriculture,6.11,18.572,303.966
Australia,2007,State_Transfers,12.21,37.114,303.966
Australia,2007,Social_Welfare,21.37,64.958,303.966
Australia,2007,Administration_and_Others,12.21,37.114,303.966
Australia,2008,Defense,5.13,19.163,373.549
Australia,2008,Education,12.17,45.461,373.549
Australia,2008,Health,15.61,58.311,373.549
Australia,2008,Interest_Payments,5.0,18.677,373.549
Australia,2008,Infrastructure,9.31,34.777,373.549
Australia,2008,Agriculture,6.21,23.197,373.549
Australia,2008,State_Transfers,12.42,46.395,373.549
Australia,2008,Social_Welfare,21.73,81.172,373.549
Australia,2008,Administration_and_Others,12.42,46.395,373.549
Australia,2009,Defense,5.09,18.195,357.463
Australia,2009,Education,12.17,43.503,357.463
Australia,2009,Health,15.88,56.765,357.463
Australia,2009,Interest_Payments,5.0,17.873,357.463
Australia,2009,Infrastructure,9.28,33.173,357.463
Australia,2009,Agriculture,6.19,22.127,357.463
Australia,2009,State_Transfers,12.37,44.218,357.463
Australia,2009,Social_Welfare,21.65,77.391,357.463
Australia,2009,Administration_and_Others,12.37,44.218,357.463
Australia,2010,Defense,5.02,22.397,446.149
Australia,2010,Education,12.17,54.296,446.149
Australia,2010,Health,16.11,71.875,446.149
Australia,2010,Interest_Payments,5.0,22.307,446.149
Australia,2010,Infrastructure,9.25,41.269,446.149
Australia,2010,Agriculture,6.17,27.527,446.149
Australia,2010,State_Transfers,12.34,55.055,446.149
Australia,2010,Social_Welfare,21.59,96.324,446.149
Australia,2010,Administration_and_Others,12.34,55.055,446.149
Australia,2011,Defense,4.84,25.591,528.739
Australia,2011,Education,12.17,64.348,528.739
Australia,2011,Health,16.32,86.29,528.739
Australia,2011,Interest_Payments,5.0,26.437,528.739
Australia,2011,Infrastructure,9.25,48.908,528.739
Australia,2011,Agriculture,6.17,32.623,528.739
Australia,2011,State_Transfers,12.33,65.194,528.739
Australia,2011,Social_Welfare,21.58,114.102,528.739
Australia,2011,Administration_and_Others,12.33,65.194,528.739
Australia,2012,Defense,4.57,26.862,587.794
Australia,2012,Education,12.17,71.534,587.794
Australia,2012,Health,16.19,95.164,587.794
Australia,2012,Interest_Payments,5.0,29.39,587.794
Australia,2012,Infrastructure,9.31,54.724,587.794
Australia,2012,Agriculture,6.21,36.502,587.794
Australia,2012,State_Transfers,12.41,72.945,587.794
Australia,2012,Social_Welfare,21.72,127.669,587.794
Australia,2012,Administration_and_Others,12.41,72.945,587.794
Australia,2013,Defense,4.51,26.769,593.553
Australia,2013,Education,12.17,72.235,593.553
Australia,2013,Health,15.4,91.407,593.553
Australia,2013,Interest_Payments,5.0,29.678,593.553
Australia,2013,Infrastructure,9.44,56.031,593.553
Australia,2013,Agriculture,6.29,37.335,593.553
Australia,2013,State_Transfers,12.58,74.669,593.553
Australia,2013,Social_Welfare,22.02,130.7,593.553
Australia,2013,Administration_and_Others,12.58,74.669,593.553
Australia,2014,Defense,4.82,27.023,560.646
Australia,2014,Education,12.17,68.231,560.646
Australia,2014,Health,17.64,98.898,560.646
Australia,2014,Interest_Payments,5.0,28.032,560.646
Australia,2014,Infrastructure,9.06,50.795,560.646
Australia,2014,Agriculture,6.04,33.863,560.646
Australia,2014,State_Transfers,12.07,67.67,560.646
Australia,2014,Social_Welfare,21.13,118.464,560.646
Australia,2014,Administration_and_Others,12.07,67.67,560.646
Australia,2015,Defense,5.24,27.559,525.937
Australia,2015,Education,12.17,64.007,525.937
Australia,2015,Health,18.29,96.194,525.937
Australia,2015,Interest_Payments,5.0,26.297,525.937
Australia,2015,Infrastructure,8.9,46.808,525.937
Australia,2015,Agriculture,5.93,31.188,525.937
Australia,2015,State_Transfers,11.86,62.376,525.937
Australia,2015,Social_Welfare,20.76,109.184,525.937
Australia,2015,Administration_and_Others,11.86,62.376,525.937
Australia,2016,Defense,5.61,26.567,473.571
Australia,2016,Education,12.17,57.634,473.571
Australia,2016,Health,18.54,87.8,473.571
Australia,2016,Interest_Payments,5.0,23.679,473.571
Australia,2016,Infrastructure,8.8,41.674,473.571
Australia,2016,Agriculture,5.87,27.799,473.571
Australia,2016,State_Transfers,11.74,55.597,473.571
Australia,2016,Social_Welfare,20.54,97.271,473.571
Australia,2016,Administration_and_Others,11.74,55.597,473.571
Australia,2017,Defense,5.45,27.981,513.416
Australia,2017,Education,12.17,62.483,513.416
Australia,2017,Health,18.58,95.393,513.416
Australia,2017,Interest_Payments,5.0,25.671,513.416
Australia,2017,Infrastructure,8.82,45.283,513.416
Australia,2017,Agriculture,5.88,30.189,513.416
Australia,2017,State_Transfers,11.76,60.378,513.416
Australia,2017,Social_Welfare,20.58,105.661,513.416
Australia,2017,Administration_and_Others,11.76,60.378,513.416
Australia,2018,Defense,5.14,27.993,544.611
Australia,2018,Education,12.17,66.279,544.611
Australia,2018,Health,18.53,100.916,544.611
Australia,2018,Interest_Payments,5.0,27.231,544.611
Australia,2018,Infrastructure,8.87,48.307,544.611
Australia,2018,Agriculture,5.92,32.241,544.611
Australia,2018,State_Transfers,11.83,64.428,544.611
Australia,2018,Social_Welfare,20.71,112.789,544.611
Australia,2018,Administration_and_Others,11.83,64.428,544.611
Australia,2019,Defense,4.83,25.607,530.158
Australia,2019,Education,12.17,64.52,530.158
Australia,2019,Health,17.13,90.816,530.158
Australia,2019,Interest_Payments,5.0,26.508,530.158
Australia,2019,Infrastructure,9.13,48.403,530.158
Australia,2019,Agriculture,6.09,32.287,530.158
Australia,2019,State_Transfers,12.17,64.52,530.158
Australia,2019,Social_Welfare,21.3,112.924,530.158
Australia,2019,Administration_and_Others,12.17,64.52,530.158
Australia,2020,Defense,4.52,26.418,584.469
Australia,2020,Education,12.17,71.13,584.469
Australia,2020,Health,17.06,99.71,584.469
Australia,2020,Interest_Payments,5.0,29.223,584.469
Australia,2020,Infrastructure,9.19,53.713,584.469
Australia,2020,Agriculture,6.12,35.77,584.469
Australia,2020,State_Transfers,12.25,71.598,584.469
Australia,2020,Social_Welfare,21.44,125.31,584.469
Australia,2020,Administration_and_Others,12.25,71.598,584.469
Australia,2021,Defense,4.74,35.017,738.755
Australia,2021,Education,12.11,89.463,738.755
Australia,2021,Health,19.29,142.506,738.755
Australia,2021,Interest_Payments,5.0,36.938,738.755
Australia,2021,Infrastructure,8.83,65.232,738.755
Australia,2021,Agriculture,5.89,43.513,738.755
Australia,2021,State_Transfers,11.77,86.951,738.755
Australia,2021,Social_Welfare,20.6,152.183,738.755
Australia,2021,Administration_and_Others,11.77,86.951,738.755
Australia,2022,Defense,5.02,34.144,680.151
Australia,2022,Education,12.64,85.971,680.151
Australia,2022,Health,20.25,137.731,680.151
Australia,2022,Interest_Payments,5.0,34.008,680.151
Australia,2022,Infrastructure,8.56,58.221,680.151
Australia,2022,Agriculture,5.71,38.837,680.151
Australia,2022,State_Transfers,11.42,77.673,680.151
Australia,2022,Social_Welfare,19.98,135.894,680.151
Australia,2022,Administration_and_Others,11.42,77.673,680.151
Australia,2023,Defense,5.01,34.856,695.724
Australia,2023,Education,12.64,87.94,695.724
Australia,2023,Health,21.01,146.172,695.724
Australia,2023,Interest_Payments,5.0,34.786,695.724
Australia,2023,Infrastructure,8.45,58.789,695.724
Australia,2023,Agriculture,5.63,39.169,695.724
Australia,2023,State_Transfers,11.27,78.408,695.724
Australia,2023,Social_Welfare,19.72,137.197,695.724
Australia,2023,Administration_and_Others,11.27,78.408,695.724
Australia,2024,Defense,4.96,34.957,704.778
Australia,2024,Education,12.64,89.084,704.778
Australia,2024,Health,21.01,148.074,704.778
Australia,2024,Interest_Payments,5.0,35.239,704.778
Australia,2024,Infrastructure,8.46,59.624,704.778
Australia,2024,Agriculture,5.64,39.749,704.778
Australia,2024,State_Transfers,11.28,79.499,704.778
Australia,2024,Social_Welfare,19.73,139.053,704.778
Australia,2024,Administration_and_Others,11.28,79.499,704.778
Australia,2025,Defense,4.96,35.783,721.423
Australia,2025,Education,12.64,91.188,721.423
Australia,2025,Health,21.01,151.571,721.423
Australia,2025,Interest_Payments,5.0,36.071,721.423
Australia,2025,Infrastructure,8.46,61.032,721.423
Australia,2025,Agriculture,5.64,40.688,721.423
Australia,2025,State_Transfers,11.28,81.376,721.423
Australia,2025,Social_Welfare,19.73,142.337,721.423
Australia,2025,Administration_and_Others,11.28,81.376,721.423
Australia,2026,Defense,4.96,37.214,750.28
Australia,2026,Education,12.64,94.835,750.28
Australia,2026,Health,21.01,157.634,750.28
Australia,2026,Interest_Payments,5.0,37.514,750.28
Australia,2026,Infrastructure,8.46,63.474,750.28
Australia,2026,Agriculture,5.64,42.316,750.28
Australia,2026,State_Transfers,11.28,84.632,750.28
Australia,2026,Social_Welfare,19.73,148.03,750.28
Australia,2026,Administration_and_Others,11.28,84.632,750.28
Bangladesh,1946,Defense,10.33,0.031,0.297
Bangladesh,1946,Education,5.26,0.016,0.297
Bangladesh,1946,Health,5.21,0.015,0.297
Bangladesh,1946,Interest_Payments,18.12,0.054,0.297
Bangladesh,1946,Infrastructure,18.32,0.054,0.297
Bangladesh,1946,Agriculture,9.16,0.027,0.297
Bangladesh,1946,State_Transfers,9.16,0.027,0.297
Bangladesh,1946,Social_Welfare,9.16,0.027,0.297
Bangladesh,1946,Administration_and_Others,15.27,0.045,0.297
Bangladesh,1947,Defense,10.33,0.032,0.311
Bangladesh,1947,Education,5.26,0.016,0.311
Bangladesh,1947,Health,5.21,0.016,0.311
Bangladesh,1947,Interest_Payments,18.12,0.056,0.311
Bangladesh,1947,Infrastructure,18.32,0.057,0.311
Bangladesh,1947,Agriculture,9.16,0.029,0.311
Bangladesh,1947,State_Transfers,9.16,0.029,0.311
Bangladesh,1947,Social_Welfare,9.16,0.029,0.311
Bangladesh,1947,Administration_and_Others,15.27,0.048,0.311
Bangladesh,1948,Defense,10.33,0.034,0.327
Bangladesh,1948,Education,5.26,0.017,0.327
Bangladesh,1948,Health,5.21,0.017,0.327
Bangladesh,1948,Interest_Payments,18.12,0.059,0.327
Bangladesh,1948,Infrastructure,18.32,0.06,0.327
Bangladesh,1948,Agriculture,9.16,0.03,0.327
Bangladesh,1948,State_Transfers,9.16,0.03,0.327
Bangladesh,1948,Social_Welfare,9.16,0.03,0.327
Bangladesh,1948,Administration_and_Others,15.27,0.05,0.327
Bangladesh,1949,Defense,10.33,0.035,0.343
Bangladesh,1949,Education,5.26,0.018,0.343
Bangladesh,1949,Health,5.21,0.018,0.343
Bangladesh,1949,Interest_Payments,18.12,0.062,0.343
Bangladesh,1949,Infrastructure,18.32,0.063,0.343
Bangladesh,1949,Agriculture,9.16,0.031,0.343
Bangladesh,1949,State_Transfers,9.16,0.031,0.343
Bangladesh,1949,Social_Welfare,9.16,0.031,0.343
Bangladesh,1949,Administration_and_Others,15.27,0.052,0.343
Bangladesh,1950,Defense,10.33,0.037,0.36
Bangladesh,1950,Education,5.26,0.019,0.36
Bangladesh,1950,Health,5.21,0.019,0.36
Bangladesh,1950,Interest_Payments,18.12,0.065,0.36
Bangladesh,1950,Infrastructure,18.32,0.066,0.36
Bangladesh,1950,Agriculture,9.16,0.033,0.36
Bangladesh,1950,State_Transfers,9.16,0.033,0.36
Bangladesh,1950,Social_Welfare,9.16,0.033,0.36
Bangladesh,1950,Administration_and_Others,15.27,0.055,0.36
Bangladesh,1951,Defense,10.33,0.039,0.378
Bangladesh,1951,Education,5.26,0.02,0.378
Bangladesh,1951,Health,5.21,0.02,0.378
Bangladesh,1951,Interest_Payments,18.12,0.069,0.378
Bangladesh,1951,Infrastructure,18.32,0.069,0.378
Bangladesh,1951,Agriculture,9.16,0.035,0.378
Bangladesh,1951,State_Transfers,9.16,0.035,0.378
Bangladesh,1951,Social_Welfare,9.16,0.035,0.378
Bangladesh,1951,Administration_and_Others,15.27,0.058,0.378
Bangladesh,1952,Defense,10.33,0.041,0.397
Bangladesh,1952,Education,5.26,0.021,0.397
Bangladesh,1952,Health,5.21,0.021,0.397
Bangladesh,1952,Interest_Payments,18.12,0.072,0.397
Bangladesh,1952,Infrastructure,18.32,0.073,0.397
Bangladesh,1952,Agriculture,9.16,0.036,0.397
Bangladesh,1952,State_Transfers,9.16,0.036,0.397
Bangladesh,1952,Social_Welfare,9.16,0.036,0.397
Bangladesh,1952,Administration_and_Others,15.27,0.061,0.397
Bangladesh,1953,Defense,10.33,0.043,0.417
Bangladesh,1953,Education,5.26,0.022,0.417
Bangladesh,1953,Health,5.21,0.022,0.417
Bangladesh,1953,Interest_Payments,18.12,0.076,0.417
Bangladesh,1953,Infrastructure,18.32,0.076,0.417
Bangladesh,1953,Agriculture,9.16,0.038,0.417
Bangladesh,1953,State_Transfers,9.16,0.038,0.417
Bangladesh,1953,Social_Welfare,9.16,0.038,0.417
Bangladesh,1953,Administration_and_Others,15.27,0.064,0.417
Bangladesh,1954,Defense,10.33,0.045,0.438
Bangladesh,1954,Education,5.26,0.023,0.438
Bangladesh,1954,Health,5.21,0.023,0.438
Bangladesh,1954,Interest_Payments,18.12,0.079,0.438
Bangladesh,1954,Infrastructure,18.32,0.08,0.438
Bangladesh,1954,Agriculture,9.16,0.04,0.438
Bangladesh,1954,State_Transfers,9.16,0.04,0.438
Bangladesh,1954,Social_Welfare,9.16,0.04,0.438
Bangladesh,1954,Administration_and_Others,15.27,0.067,0.438
Bangladesh,1955,Defense,10.33,0.048,0.46
Bangladesh,1955,Education,5.26,0.024,0.46
Bangladesh,1955,Health,5.21,0.024,0.46
Bangladesh,1955,Interest_Payments,18.12,0.083,0.46
Bangladesh,1955,Infrastructure,18.32,0.084,0.46
Bangladesh,1955,Agriculture,9.16,0.042,0.46
Bangladesh,1955,State_Transfers,9.16,0.042,0.46
Bangladesh,1955,Social_Welfare,9.16,0.042,0.46
Bangladesh,1955,Administration_and_Others,15.27,0.07,0.46
